Ad ID ,Category ,Locations ,Posted ,Brand,Model,Year,Tax Type,Condition,Color,Link,Title,Price
9551545,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Today,2011,Plate Number,Used,Silver,https://www.khmer24.com/en/motorcycles/honda-today-%E1%9E%98%E1%9E%93%E1%9E%96%E1%9E%93%E1%9E%92%E1%9E%80%E1%9E%8F%E1%9E%82%E1%9E%9A%E1%9E%9F%E1%9E%9B%E1%9E%80%E1%9E%9B%E1%9E%81-adid-9551545.html,Honda today មានពន្ធកាតគ្រីស្លាកលេខ,$290
9564725,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,PCX,2019,Plate Number,Used,White,https://www.khmer24.com/en/motorcycles/honda-pcx150cc-2019-adid-9564725.html,Honda PCX150cc 2019,"$2,280"
9566013,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Scoopy i,2014,Plate Number,Used,White,https://www.khmer24.com/en/motorcycles/honda-scoopyi-2014-adid-9566013.html,Honda Scoopyi 2014,$700
9536744,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Today,2011,Plate Number,Used,White,https://www.khmer24.com/en/motorcycles/honda-today-%E1%9E%94%E1%9E%85-new98%E1%9E%98%E1%9E%93%E1%9E%96%E1%9E%93%E1%9E%92%E1%9E%80%E1%9E%8F%E1%9E%82%E1%9E%9A%E1%9E%9F%E1%9E%9B%E1%9E%80%E1%9E%9B%E1%9E%81-adid-9536744.html,Honda Today បុិច New98%មានពន្ធកាតគ្រីស្លាកលេខ,$480
9526301,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Today,2011,Plate Number,Used,Red,https://www.khmer24.com/en/motorcycles/honda-today-2004-%E1%9E%94%E1%9E%9A%E1%9E%94%E1%9E%85-adid-9526301.html,Honda Today 2004 (ប្រើបុិច),$450
9511225,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Click,2017,Plate Number,Used,White,https://www.khmer24.com/en/motorcycles/honda-click125cc-2017-new98%E1%9E%98%E1%9E%93%E1%9E%96%E1%9E%93%E1%9E%92%E1%9E%80%E1%9E%8F%E1%9E%82%E1%9E%9A%E1%9E%9F%E1%9E%9B%E1%9E%80%E1%9E%9B%E1%9E%81-adid-9511225.html,Honda Click125cc 2017 New98%មានពន្ធកាតគ្រីស្លាកលេខ,"$1,080"
9427739,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Wave,2013,Plate Number,Used,Black,https://www.khmer24.com/en/motorcycles/honda-wave-2013-adid-9427739.html,Honda Wave 2013,$680
9433367,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Zoomer-X,2017,Plate Number,Used,Blue,https://www.khmer24.com/en/motorcycles/honda-zoomer-x-2017-adid-9433367.html,Honda Zoomer-X 2017,$850
9547183,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Scoopy i,2012,Plate Number,Used,White,https://www.khmer24.com/en/motorcycles/honda-scoopyi-2012-new90%E1%9E%98%E1%9E%93%E1%9E%96%E1%9E%93%E1%9E%92%E1%9E%80%E1%9E%8F%E1%9E%82%E1%9E%9A%E1%9E%9F%E1%9E%9B%E1%9E%80%E1%9E%9B%E1%9E%81-adid-9547183.html,Honda scoopyi 2012 New90%មានពន្ធកាតគ្រីស្លាកលេខ,$550
9439577,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,CB,2014,Plate Number,Used,Black,https://www.khmer24.com/en/motorcycles/%E1%9E%91%E1%9E%9F%E1%9E%A2%E1%9E%8F%E1%9E%A0%E1%9E%99%E1%9E%9F%E1%9E%8E-%E1%9E%98%E1%9E%9F%E1%9E%93%E1%9E%8F%E1%9E%93%E1%9E%82%E1%9E%98%E1%9E%93%E1%9E%9B%E1%9E%93%E1%9E%82%E1%9E%98%E1%9E%93%E1%9E%80%E1%9E%9A%E1%9E%87%E1%9E%9F%E1%9E%87%E1%9E%9B-adid-9439577.html,ទៅស្អាតហើយសាណុំ ម៉ាស៊ីនតាន់គ្មានលាន់គ្មានការជួសជុល,"$1,820"
9265162,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,CB,2021,Plate Number,Used,Red,https://www.khmer24.com/en/motorcycles/%E1%9E%98%E1%9E%8F%E1%9E%95%E1%9E%91%E1%9E%9B%E1%9E%81%E1%9E%9B%E1%9E%93%E1%9E%9B%E1%9E%80%E1%9E%85%E1%9E%80%E1%9E%87%E1%9E%93%E1%9E%94%E1%9E%84%E1%9E%94%E1%9E%A2%E1%9E%93%E1%9E%94%E1%9E%9A-adid-9265162.html,ម៉ូតូផ្ទាល់ខ្លួន​លក់ចែកជូនបងប្អូនប្រេី​,"$3,200"
9574352,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,CB,2005,Plate Number,Used,Black,https://www.khmer24.com/en/motorcycles/honda-cb400cc-sf2005-%E1%9E%9A%E1%9E%9B%E1%9E%9F%E1%9E%9F%E1%9E%91%E1%9E%92100-adid-9574352.html,Honda CB400cc sf2005 រំលសសុទ្ធ100%,"$3,200"
9574347,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Air Blade,2018,Plate Number,Used,Blue,https://www.khmer24.com/en/motorcycles/%E1%9E%9F%E1%9E%9B%E1%9E%80%E1%9E%9B%E1%9E%81%E1%9E%97%E1%9E%93%E1%9E%96%E1%9E%89%E1%9E%98%E1%9E%8F%E1%9E%93%E1%9E%9F%E1%9E%8E%E1%9E%9F%E1%9E%A2%E1%9E%8F-adid-9574347.html,ស្លាកលេខភ្នំពេញម៉ូតូនៅសំណុំស្អាត។,"$1,300"
9518666,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Scoopy i,2021,Plate Number,Used,White,https://www.khmer24.com/en/motorcycles/honda-scoopy-021-adid-9518666.html,Honda Scoopy 021,"$1,630"
9555855,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,PCX,2018,Plate Number,Used,Silver,https://www.khmer24.com/en/motorcycles/pcx-adid-9555855.html,PCX,"$1,200"
9476104,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,PCX,2024,Plate Number,Used,Beige,https://www.khmer24.com/en/motorcycles/honda-bely-50cc-adid-9476104.html,Honda Bely 50cc,$390
9458060,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Dream,2024,Tax Paper,New,Black,https://www.khmer24.com/en/motorcycles/honda-deor-adid-9458060.html,Honda Deor,$490
9465394,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,SL,2003,Plate Number,Used,Gray,https://www.khmer24.com/en/motorcycles/honda-sl-2003-adid-9465394.html,Honda Sl 2003,"$1,250"
9570232,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Other - ផ្សេងៗ,1999,Plate Number,Used,Black,https://www.khmer24.com/en/motorcycles/honda-nightwake-1999-adid-9570232.html,Honda Nightwake 1999,"$1,230"
9535496,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Zoomer-X,2018,Plate Number,Used,Black,https://www.khmer24.com/en/motorcycles/honda-zomerx-018-adid-9535496.html,Honda Zomerx 018,$990
9559972,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Scoopy i,2013,Plate Number,Used,Black,https://www.khmer24.com/en/motorcycles/scoopy-013-500-adid-9559972.html,Scoopy 013 500$,$500
9535065,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Today,2023,Plate Number,Used,Red,https://www.khmer24.com/en/motorcycles/honda-today-%E1%9E%94%E1%9E%9A%E1%9E%94%E1%9E%85-adid-9535065.html,Honda Today (ប្រើបុិច),$450
9536802,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Today,2023,Plate Number,Used,White,https://www.khmer24.com/en/motorcycles/honda-today-%E1%9E%94%E1%9E%9A%E1%9E%94%E1%9E%85-adid-9536802.html,Honda Today (ប្រើបុិច),$480
9574327,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Zoomer-X,2016,Plate Number,Used,White,https://www.khmer24.com/en/motorcycles/zoomet-x-2016-adid-9574327.html,Zoomet-X-2016,$720
9409185,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Zoomer-X,2017,Plate Number,Used,Blue,https://www.khmer24.com/en/motorcycles/honda-zoomer-x-2017-adid-9409185.html,Honda Zoomer-X 2017,$850
9490939,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Scoopy i,2012,Plate Number,Used,Red,https://www.khmer24.com/en/motorcycles/honda-scoopyi-2012-adid-9490939.html,Honda Scoopyi 2012,$650
9533770,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Today,2020,Plate Number,Used,Red,https://www.khmer24.com/en/motorcycles/honda-today-%E1%9E%94%E1%9E%9A%E1%9E%94%E1%9E%85-adid-9533770.html,Honda Today (ប្រើបុិច),$390
9409167,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Zoomer-X,2017,Plate Number,Used,White,https://www.khmer24.com/en/motorcycles/honda-zoomer-x-2017-adid-9409167.html,Honda Zoomer-X 2017,$780
9574315,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Dream,2014,Plate Number,Used,Black,https://www.khmer24.com/en/motorcycles/%E1%9E%9F%E1%9E%9C%E1%9E%9A%E1%9E%90%E1%9E%93%E1%9E%87%E1%9E%84%E1%9E%80%E1%9E%9A%E1%9E%98-adid-9574315.html,ស្វើរថ្នាំជើងក្រោម,$750
9443332,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Other - ផ្សេងៗ,1999,Plate Number,Used,Other,https://www.khmer24.com/en/motorcycles/honda-nova-tena-adid-9443332.html,HONDA NOVA TENA,"$1,650"
9551321,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Today,2009,Plate Number,Used,Gray,https://www.khmer24.com/en/motorcycles/honda-today-2009-adid-9551321.html,Honda Today 2009,$320
9523116,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,ADV,2020,Tax Paper,Used,White,https://www.khmer24.com/en/motorcycles/honda-adv2020-%E1%9E%80%E1%9E%9A%E1%9E%8A%E1%9E%9F%E1%9E%96%E1%9E%93%E1%9E%92%E1%9E%90%E1%9E%98%E1%9E%8F%E1%9E%9F%E1%9E%93%E1%9E%93%E1%9E%9F%E1%9E%93-100-%E1%9E%90%E1%9E%98-adid-9523116.html,HONDA ADV2020 ក្រដាស់ពន្ធថៃម៉ូតូសន្នុំសុីន 100% ថ្មី,"$3,680"
9517586,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,PCX,2022,Plate Number,Used,White,https://www.khmer24.com/en/motorcycles/honda-pcx-2022-%E1%9E%80%E1%9E%9A%E1%9E%98%E1%9E%A0%E1%9E%93%E1%9E%90%E1%9E%98%E1%9E%8A%E1%9E%85%E1%9E%80-4%E1%9E%96%E1%9E%93%E1%9E%82%E1%9E%A1%E1%9E%98%E1%9E%85%E1%9E%9F%E1%9E%94%E1%9E%9A%E1%9E%8F%E1%9E%85-adid-9517586.html,Honda PCX 2022 ក្រុមហ៊ុនថ្មីដូចកេះ 4ពាន់គីឡូម្ចាស់ប្រើតិច,"$3,350"
9466767,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,PCX,2020,Plate Number,Used,Silver,https://www.khmer24.com/en/motorcycles/honda-pcx-2020-%E1%9E%91%E1%9E%80%E1%9E%94%E1%9E%9A%E1%9E%80%E1%9E%9F%E1%9E%93%E1%9E%93%E1%9E%9F%E1%9E%93-100-adid-9466767.html,Honda PCX 2020 ទឹកប្រាក់សន្នុំសុីន 100%,"$2,700"
9491593,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Forza,2018,Plate Number,Used,White,https://www.khmer24.com/en/motorcycles/forza-2018-300cc-%E1%9E%98%E1%9E%93%E1%9E%96%E1%9E%93%E1%9E%92%E1%9E%8F%E1%9E%9A%E1%9E%98%E1%9E%8F%E1%9E%9A%E1%9E%9C%E1%9E%98%E1%9E%9F%E1%9E%93%E1%9E%A2%E1%9E%98%E1%9E%9F%E1%9E%98%E1%9E%98%E1%9E%8F%E1%9E%9B%E1%9E%A2-adid-9491593.html,FORZA 2018 300cc មានពន្ធត្រឹមត្រូវម៉ាសុីនអេមសម្មូតល្អ,"$3,400"
9569488,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Scoopy i,2018,Tax Paper,New,Black,https://www.khmer24.com/en/motorcycles/honda-scoopy-2018-%E1%9E%80%E1%9E%9A%E1%9E%8A%E1%9E%9F%E1%9E%96%E1%9E%93%E1%9E%92%E1%9E%90%E1%9E%9F%E1%9E%93%E1%9E%93%E1%9E%9F%E1%9E%93100-%E1%9E%90%E1%9E%98%E1%9E%9B%E1%9E%81%E1%9E%97%E1%9E%93%E1%9E%96%E1%9E%89-adid-9569488.html,Honda Scoopy 2018 ក្រដាស់ពន្ធថៃសន្នុំសុីន100% ថែមលេខភ្នំពេញ,"$1,750"
9574301,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Scoopy i,2014,Plate Number,Used,Red,https://www.khmer24.com/en/motorcycles/scoopyi-adid-9574301.html,Scoopyi,$780
9372805,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,ADV,2021,Plate Number,Used,White,https://www.khmer24.com/en/motorcycles/honda-adv-%E1%9E%9B%E1%9E%80-adid-9372805.html,Honda adv លក់,"$3,950"
9574292,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Click,2017,Plate Number,Used,Black,https://www.khmer24.com/en/motorcycles/click-2017-125cc-adid-9574292.html,Click-2017-125cc,$900
9556354,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Other - ផ្សេងៗ,2019,Plate Number,Used,Black,https://www.khmer24.com/en/motorcycles/honda-ginio-2019-adid-9556354.html,Honda Ginio (2019),"$1,200"
9491217,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Scoopy i,2020,Plate Number,Used,White,https://www.khmer24.com/en/motorcycles/honda-scoopy-2020-adid-9491217.html,Honda Scoopy (2020),"$1,800"
9491207,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Moove,2015,Plate Number,Used,Red,https://www.khmer24.com/en/motorcycles/honda-moove-adid-9491207.html,Honda Moove,"$1,050"
9491189,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Scoopy i,2014,Plate Number,Used,White,https://www.khmer24.com/en/motorcycles/honda-scoopy-adid-9491189.html,Honda Scoopy,"$1,050"
9491177,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,PCX,2015,Plate Number,Used,White,https://www.khmer24.com/en/motorcycles/honda-pcx-adid-9491177.html,Honda PCX,$900
9450503,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Zoomer-X,2015,Plate Number,Used,Blue,https://www.khmer24.com/en/motorcycles/honda-zoomer-x-adid-9450503.html,Honda Zoomer x,$680
9268620,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Scoopy i,2016,Plate Number,Used,Red,https://www.khmer24.com/en/motorcycles/honda-scoopy-i-adid-9268620.html,Honda Scoopy I,"$1,150"
9268638,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Scoopy i,2016,Plate Number,Used,White,https://www.khmer24.com/en/motorcycles/honda-scoopy-i-2016-adid-9268638.html,Honda Scoopy I (2016),"$1,050"
8988389,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Scoopy i,2015,Plate Number,Used,White,https://www.khmer24.com/en/motorcycles/honda-scoopy-2015-adid-8988389.html,Honda Scoopy (2015),"$1,100"
8871929,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Click,2014,Plate Number,Used,White,https://www.khmer24.com/en/motorcycles/honda-click-adid-8871929.html,Honda Click,$880
9336332,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Dream,2012,Plate Number,Used,Black,https://www.khmer24.com/en/motorcycles/honda-dream-1100-%E1%9E%A2%E1%9E%9F%E1%9E%84%E1%9E%94%E1%9E%85-adid-9336332.html,Honda Dream 1100 (អសង់បុិច),$750
9268670,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Moove,2015,Plate Number,Used,Black,https://www.khmer24.com/en/motorcycles/honda-moove-adid-9268670.html,Honda Moove,$980
9289138,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Scoopy i,2013,Plate Number,Used,White,https://www.khmer24.com/en/motorcycles/honda-scoopy-i-adid-9289138.html,Honda Scoopy I,"$1,050"
9175077,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Scoopy i,2018,Plate Number,Used,White,https://www.khmer24.com/en/motorcycles/honda-scoopy-2018%E1%9E%A1%E1%9E%842020-adid-9175077.html,Honda Scoopy (2018)ឡើង(2020),"$1,050"
9121562,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Scoopy i,2015,Plate Number,Used,Red,https://www.khmer24.com/en/motorcycles/honda-scoopy-2015-adid-9121562.html,Honda Scoopy (2015),"$1,080"
9045389,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Scoopy i,2014,Plate Number,Used,Black,https://www.khmer24.com/en/motorcycles/honda-scoopy-adid-9045389.html,Honda Scoopy,"$1,050"
8941097,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Scoopy i,2012,Plate Number,Used,Black,https://www.khmer24.com/en/motorcycles/honda-scoopy-2012-adid-8941097.html,Honda Scoopy (2012),$750
9377721,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Scoopy i,2014,Plate Number,Used,Black,https://www.khmer24.com/en/motorcycles/honda-scoopy-2014-adid-9377721.html,Honda Scoopy (2014),$980
9419368,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,PCX,2012,Plate Number,Used,Black,https://www.khmer24.com/en/motorcycles/honda-pcx-2012-japan-adid-9419368.html,Honda PCX (2012) Japan,"$1,250"
9571262,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Scoopy i,2015,Plate Number,Used,Gray,https://www.khmer24.com/en/motorcycles/honda-scoopy-adid-9571262.html,Honda Scoopy,"$1,050"
9574263,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,XR,2010,Plate Number,Used,Other,https://www.khmer24.com/en/motorcycles/honda-xr230-adid-9574263.html,Honda XR230,"$2,650"
9574259,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Zoomer-X,2017,Plate Number,Used,Blue,https://www.khmer24.com/en/motorcycles/zoomet-x-2017-adid-9574259.html,Zoomet-X-2017,$750
8793641,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Today,2004,Plate Number,Used,NaN,https://www.khmer24.com/en/motorcycles/%E1%9E%9B%E1%9E%80%E1%9E%92%E1%9E%9A%E1%9E%90%E1%9E%9B-adid-8793641.html,លក់ធូរថ្លៃ,$380
9538831,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,FTR,2010,Plate Number,Used,Gray,https://www.khmer24.com/en/motorcycles/hongda-ftr-adid-9538831.html,Hongda FTR,$900
9574254,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Super Cub,2004,Plate Number,Used,Other,https://www.khmer24.com/en/motorcycles/honda-cub50-adid-9574254.html,Honda CUB50,$540
9574251,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Scoopy i,2016,Plate Number,Used,White,https://www.khmer24.com/en/motorcycles/scoopyi-2016-adid-9574251.html,Scoopyi-2016,$830
9574248,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Super Cub,2019,Plate Number,Used,Black,https://www.khmer24.com/en/motorcycles/honda-super-cub-adid-9574248.html,Honda Super CUB,"$2,680"
9574246,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Beat,2022,Plate Number,Used,Blue,https://www.khmer24.com/en/motorcycles/beat-adid-9574246.html,Beat,"$1,600"
9463377,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Click,2017,Plate Number,Used,White,https://www.khmer24.com/en/motorcycles/honda-click-017-adid-9463377.html,Honda Click 017,"$1,190"
9574242,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,FTR,2004,Plate Number,Used,Other,https://www.khmer24.com/en/motorcycles/honda-ftr-adid-9574242.html,Honda FTR,"$1,380"
9425498,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Scoopy i,2016,Plate Number,Used,White,https://www.khmer24.com/en/motorcycles/honda-scoopy-016-adid-9425498.html,Honda Scoopy 016,$990
9574223,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,XR,2004,Plate Number,Used,Other,https://www.khmer24.com/en/motorcycles/honda-xr250-adid-9574223.html,Honda XR250,"$2,850"
9540362,Motorcycles for Sale,Siem Reap,16-Jun-23,Honda,Dream,2018,Plate Number,Used,Black,https://www.khmer24.com/en/motorcycles/%E1%9E%9F%E1%9E%84-018-%E1%9E%9B%E1%9E%81%E1%9E%80%E1%9E%96%E1%9E%84%E1%9E%9F%E1%9E%96-adid-9540362.html,សង់ 018 លេខកំពង់ស្ពឺ។,"$1,390"
9574205,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Dream,2007,Plate Number,Used,Black,https://www.khmer24.com/en/motorcycles/%E1%9E%98%E1%9E%93%E1%9E%9B%E1%9E%80%E1%9E%98%E1%9E%8F%E1%9E%98%E1%9E%99%E1%9E%91%E1%9E%80%E1%9E%93%E1%9E%84%E1%9E%98%E1%9E%8F%E1%9E%9F%E1%9E%9A%E1%9E%94%E1%9E%A2%E1%9E%9F-adid-9574205.html,មាន​លក់​ម៉ូតូ​មួយ​ទឹក​និង​ម៉ូតូ​សំរាប់អូស​,$680
9574204,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Click,2021,Plate Number,Used,Other,https://www.khmer24.com/en/motorcycles/honda-click-adid-9574204.html,Honda Click,"$1,780"
9534656,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,FTR,2003,Plate Number,Used,Orange,https://www.khmer24.com/en/motorcycles/honda-ftr-223cc-adid-9534656.html,Honda FTR 223cc,$999
9574197,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Scoopy i,2012,Plate Number,Used,Other,https://www.khmer24.com/en/motorcycles/%E1%9E%98%E1%9E%93%E1%9E%9B%E1%9E%80%E1%9E%98%E1%9E%8F%E1%9E%98%E1%9E%99%E1%9E%91%E1%9E%80%E1%9E%93%E1%9E%84%E1%9E%98%E1%9E%8F%E1%9E%9F%E1%9E%9A%E1%9E%94%E1%9E%A2%E1%9E%9F-adid-9574197.html,មាន​លក់​ម៉ូតូ​មួយ​ទឹក​និង​ម៉ូតូ​សំរាប់អូស​,$380
9574195,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Dream,2018,Plate Number,Used,Black,https://www.khmer24.com/en/motorcycles/%E1%9E%9F%E1%9E%84018%E1%9E%80%E1%9E%94%E1%9E%9B53-%E1%9E%9B%E1%9E%81%E1%9E%97%E1%9E%93%E1%9E%96%E1%9E%89-%E1%9E%98%E1%9E%8F%E1%9E%9F%E1%9E%A2%E1%9E%8F%E1%9E%9F%E1%9E%8E-%E1%9E%91%E1%9E%80%E1%9E%90%E1%9E%93%E1%9E%9F%E1%9E%93%E1%9E%9F%E1%9E%82%E1%9E%8F%E1%9E%98%E1%9E%99%E1%9E%87-adid-9574195.html,សង់018ក្បាល53 លេខភ្នំពេញ ម៉ូតូស្អាតសាណុំ ទឹកថ្នាំសុីនស្គុតមួយជុំ,"$1,380"
9209803,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,PCX,2013,Tax Paper,Used,White,https://www.khmer24.com/en/motorcycles/honda-pcx-%E1%9E%9F%E1%9E%9A%E1%9E%86%E1%9E%93-2013%E1%9E%93%E1%9E%84%E1%9E%94%E1%9E%84%E1%9E%9A%E1%9E%9B%E1%9E%9F-adid-9209803.html,Honda PCX សេរីឆ្នាំ 2013និងបង់រំលស់,"$1,380"
9209771,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Today,2012,Plate Number,Used,Red,https://www.khmer24.com/en/motorcycles/today-%E1%9E%9F%E1%9E%9A-2012-adid-9209771.html,Today សេរី 2012,$350
9221648,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Zoomer-X,2018,Plate Number,Used,White,https://www.khmer24.com/en/motorcycles/honda-zoomer-z-%E1%9E%9F%E1%9E%9A-2018%E1%9E%93%E1%9E%84%E1%9E%94%E1%9E%84%E1%9E%9A%E1%9E%9B%E1%9E%9F-adid-9221648.html,Honda zoomer-z សេរី 2018និងបង់រំលស់,$780
9192872,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Click,2016,Plate Number,Used,Red,https://www.khmer24.com/en/motorcycles/honda-click-2016-%E1%9E%9B%E1%9E%80%E1%9E%94%E1%9E%9A%E1%9E%89%E1%9E%94-adid-9192872.html,Honda Click 2016 លក់ប្រញាប់,"$1,080"
8992046,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Zoomer-X,2018,Plate Number,Used,White,https://www.khmer24.com/en/motorcycles/zoomer-x-2018-adid-8992046.html,Zoomer x 2018,"$1,200"
9279800,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Other - ផ្សេងៗ,2006,Plate Number,Used,Black,https://www.khmer24.com/en/motorcycles/%E1%9E%8E%E1%9E%A0%E1%9E%8F-950-adid-9279800.html,ណៃហត់ 950$,$950
8992659,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Dream,2020,Plate Number,Used,Black,https://www.khmer24.com/en/motorcycles/dream-2020-adid-8992659.html,Dream 2020,"$1,550"
9289157,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Scoopy i,2023,Plate Number,Used,Black,https://www.khmer24.com/en/motorcycles/scoopy-2023-adid-9289157.html,Scoopy 2023,"$2,850"
9080846,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Scoopy i,2019,Plate Number,Used,White,https://www.khmer24.com/en/motorcycles/scoopy-2019-adid-9080846.html,Scoopy 2019,"$1,650"
9429857,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,CBR,2015,Plate Number,Used,Black,https://www.khmer24.com/en/motorcycles/cbr-250cc-adid-9429857.html,CBR 250cc,"$1,480"
9356446,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,FTR,2014,Plate Number,Used,White,https://www.khmer24.com/en/motorcycles/ftr-2004-adid-9356446.html,FTR 2004,"$1,100"
9055025,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,CBR,2015,Plate Number,Used,Black,https://www.khmer24.com/en/motorcycles/cbr-2015-adid-9055025.html,CBR 2015,"$1,450"
9574175,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Dream,2020,Plate Number,Used,Black,https://www.khmer24.com/en/motorcycles/%E1%9E%A2%E1%9E%93%E1%9E%80%E1%9E%87%E1%9E%95%E1%9E%91%E1%9E%9B-adid-9574175.html,អ្នកជិះផ្ទាល់,"$1,630"
9569888,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Scoopy i,2015,Plate Number,Used,Red,https://www.khmer24.com/en/motorcycles/honda-scoopy-2015-adid-9569888.html,Honda scoopy 2015,$960
9569874,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Scoopy i,2021,Plate Number,Used,Black,https://www.khmer24.com/en/motorcycles/honda-scoopy-2021-adid-9569874.html,Honda scoopy 2021,"$1,680"
9569866,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Click,2016,Plate Number,Used,White,https://www.khmer24.com/en/motorcycles/honda-click-2016plus-adid-9569866.html,Honda click 2016plus,"$1,145"
9569860,Motorcycles for Sale,Phnom Penh,16-Jun-23,Honda,Click,2016,Plate Number,Used,White,https://www.khmer24.com/en/motorcycles/honda-click-2016-adid-9569860.html,Honda click 2016,"$1,110"
